Product order name;product_order_date;comment;factory;status;create_date;order_number;order_date;product_name;qty
ПКНФ-000136;22.01.2026;7417 - ЛОС (Основное)+ списание доп;Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00831 ;27.11.2025;Модульная установка КСС-ЛОС-120, состоящая из 3 камер, 120 л/с, D=3200 мм, L=12000 мм;1
ПКНФ-000138;22.01.2026;7841-ЕН  (Основное);Васюринская;В работе;22.01.2026;ПКНФ-00913 ;19.11.2025;Емкость накопительная, произведенная из стеклопластика  КСС-ЕН-30, D=2000 мм, L=10100 мм, объем 30 м;1
ПКНФ-000139;22.01.2026;7614.2 - КНС (Основное)+ склад резерв (228тыс);Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00956 ;10.12.2025;Канализационная насосная станция в корпусе из стеклопластика КСС-КНС-2-2400-5900, на базе насосов CN;1
ПКНФ-000140;22.01.2026;3024 - МБО (Основное);Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00959 ;11.12.2025;КСС-МБО-6, производительность 6 л/с, D=1600 мм, L=3900 мм;1
ПКНФ-000141;22.01.2026;7634 -ВНС в БК (Основное);Васюринская;В резерв после прихода;22.01.2026;ПКНФ-00931 ;15.12.2025;ВНС (водопроводная насосная станция), размещённый в блок-боксе с габаритами 4500*3000*2900 (Д*Ш*В,мм;1
ПКНФ-000142;22.01.2026;7719.4 - Лестница;Новороссийская ( внс и пнс);В резерв после прихода;22.01.2026;ПКНФ-00960 ;12.12.2025;7719.4 - Лестница;1
ПКНФ-000144;23.01.2026;8163ШУ ВНС + расключение станции;Тихорецкая ( только для шу с 0;В резерв после прихода;23.01.2026;ПКНФ-000009;19.01.2026;8163 КСС-ШУПЧ2  3-3 -1.5кВт+СХ;1
ПКНФ-000145;14.01.2026;7719.4ШУ ВНС;Тихорецкая ( только для шу с 0;В работе;14.01.2026;ПКНФ-00960 ;12.12.2025;7719.4 КСС-ШУПЧ2  3-3 -0,55кВт+СХ;1
ПКНФ-000146;14.01.2026;7550ШУ КНС;Тихорецкая ( только для шу с 0;В работе;14.01.2026;ПКНФ-00838 ;27.11.2025;7550 КСС ШУКПП- 2/3 -18,5кВт +АВР+GPRS+УХЛ1;1
ПКНФ-000147;23.01.2026;6854 - ГКНС (Основное) + склад резерв;Васюринская;В резерв после прихода;23.01.2026;ПКНФ-00905 ;14.11.2025;Канализационная насосная станция горизонтальная в корпусе КСС-ГКНС-3600-13200;1
ПКНФ-000148;22.01.2026;7024.1 - Трубопровод;Новороссийская ( внс и пнс);В резерв после прихода;22.01.2026;ПКНФ-00841 ;14.10.2025;7024.1 - Трубопровод;1
ПКНФ-000150;23.01.2026;7649.5 - ЛОС - Основное изделие;Васюринская;В резерв после прихода;23.01.2026;ПКНФ-00950 ;08.12.2025;Модульная установка локальных очистных сооружений  КСС-ЛОС-160, состоящая из 3 камер (ПО+МБО+СФ) 160;1
